Title,Company,Location,Qualifications,Url
Data Science Analyst,PepsiCo,"Hyderabad, Telangana","['Azure', 'SQL', 'DevOps', 'Communication skills', 'Agile', 'B.Sc', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/S_CCyrq1JlTIzzhMHK9JHKkZozkpVZIQk3JtJ1EpphYe6dnxNfEyhA?q=data+scientist
NLP Engineer,Mashinga,"Hyderabad, Telangana",['Natural language processing'],https://www.simplyhired.co.in/job/5PhNHpSMLKd2asdmFPuwZjzuOP20IuRe8DMxZX1S4shohp6LiD8Awg?q=data+scientist
Machine Learning Developer,Cybage,"Pune, Maharashtra","['Communication skills', 'Machine learning', 'Python', 'Java', 'Natural language processing']",https://www.simplyhired.co.in/job/rkIuLFbiaIpSieegDP4JTlslXA7oCe6Ne5omUzUiXuyL7_YXSaIrBQ?q=data+scientist
Management Trainee - ML Engineer/Data Scientist,Genpact,"Gurgaon District, Haryana","['Microsoft Access', 'Statistical analysis', 'Power BI', 'Azure', 'VBA']",https://www.simplyhired.co.in/job/eVmfW_yFzJmy-dImcp09wEV9HGz0VQUzbIex5dex7qowkmEE1qxiXw?q=data+scientist
AI / ML Engineer,Xploria,"Bengaluru, Karnataka","['React', 'Azure', 'SQL', 'Test automation', 'NoSQL']",https://www.simplyhired.co.in/job/myxQ8kGcHFjiUHJjZ7ycg8v_yrANdQdden_CA_gbZ29mYQWNRKaLkg?q=data+scientist
DATA SCIENTIST,KnowDis,"New Delhi, Delhi","['Machine learning', 'Python', 'Data science']",https://www.simplyhired.co.in/job/7T4UTZDFjta6ESQwCEa5WEN77NkFVSXGs8DM7IIa2oWixXuBQ2rWtQ?q=data+scientist
Senior Machine Learning Engineer,Careers at Tide,"Bengaluru, Karnataka","['Unit testing', 'Software deployment', 'Flask', 'Microservices', 'Git']",https://www.simplyhired.co.in/job/jVOGaQS-RNyM5zUPcTsET7Az4OhcSQq1rYBGcl1wIb1P6oHyXiFozQ?q=data+scientist
Deep learning Engineer,Pioneer Academy,"Model Town, Ludhiana, Punjab",['Deep learning'],https://www.simplyhired.co.in/job/uW5JHNZ30OqP9ivrBIBYK_A1iMH8xCOL0g0AEcrZ5CX0w59Sro7Gog?q=data+scientist
Data Engineer – Smart Building Analytics (6 - 9 years),Siemens,"Pune, Maharashtra","['Spark', 'Agile', 'APIs', 'Analytics', 'Python', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/Iie9odcIry5zBEXG8Hx_wEaOqEMKUcIL4NunE_kmW5Apzpep_LtleQ?q=data+scientist
Data Scientist,The Jobs Recruiter,"Bengaluru, Karnataka","['Power BI', 'Relational databases', 'DynamoDB', 'SQL', 'PyTorch', ""Master's degree""]",https://www.simplyhired.co.in/job/sxln5rM_nD7Dob3Ulv6BmCMO3aIrb8NPfRpJyr4xUi-rsRemf_AF3A?q=data+scientist
Ai/ML trainer,Neubaitics Tech Pvt Ltd,"Salem, Tamil Nadu","['Teaching experience', 'Natural language processing', 'Deep learning', 'TensorFlow', 'Communication skills', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/9uPTHTBgB0O8YVOleUlnv6P3v6cqxLEATgLk89DPiAnvjsoElsnemA?q=data+scientist
AI Researcher - modelling,Shell,"Bengaluru, Karnataka","['Image processing', 'Azure', 'PyTorch', 'Computer skills', 'Deep learning', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/7fr_fRNxP9ceLXtPjzCUvQmzNfQaXdBtVMFZn79ok3xo_riegMXYhw?q=data+scientist
Python Data Science Trainer,Payas Technologies Pvt Ltd,"Pune, Maharashtra","['SQL', 'Microsoft Excel', 'Teaching experience', 'Tableau', 'NumPy']",https://www.simplyhired.co.in/job/8HBB5ZqOArm4Z1hMR8acpxIXc3vClu9QZXn9PbPLAgKX9p6lTj4uTw?q=data+scientist
Senior Data Scientist - Experimentation,FARFETCH,"Delhi, Delhi","['R', 'E-Commerce', 'Machine learning', 'Python', 'Data analysis skills', ""Master's degree"", 'Doctoral degree']",https://www.simplyhired.co.in/job/sedmYslXnpbjjaPcSPelCKQEZucp39M-b9ipibolhHcp0MGHMCLuSA?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
Lead Software Engineer - Machine Learning,Freshworks,"Chennai, Tamil Nadu","['Deep learning', 'TensorFlow', 'IT service management', 'APIs', 'Machine learning']",https://www.simplyhired.co.in/job/sLD7tHUbdDE4DYPC9XJa_RwtJ0_Qv5o6GSSd7RMj9_BzSeFd8wZhuQ?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
NLP Analyst,Kore.ai,"Hyderabad, Telangana","['Perl', 'Node.js', 'Natural language processing', 'C++', 'Data analytics', 'M.C.A.', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/Ibl6PgKaNfOIKtA5I2ygNp32V8owFWOif8pET-EG_n6UgeyziuJ8Ew?q=data+scientist
Big Data Analyst,CereSight,India,"['Database management', 'Relational databases', 'Data modeling', 'SQL', 'Apache Hive', 'Doctoral degree', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/IbXjPKqOfPp90ixW1bKyZU9u9tb0BfwnDYVbjUSFPNLvS40Vn2tj5A?q=data+scientist
Applied ML Engineer,4CRisk.ai Software,"Bengaluru, Karnataka","['Deep learning', 'TensorFlow', 'REST', 'APIs', 'Microservices']",https://www.simplyhired.co.in/job/4ciZFxoEuurimPhBs6US8w-TmZPOFMFpad1Y5CwWosyaURfQwpzwxw?q=data+scientist
Data Science Analyst,PepsiCo,"Hyderabad, Telangana","['Azure', 'SQL', 'DevOps', 'Communication skills', 'Agile', 'B.Sc', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/S_CCyrq1JlTIzzhMHK9JHKkZozkpVZIQk3JtJ1EpphYe6dnxNfEyhA?q=data+scientist
NLP Engineer,Mashinga,"Hyderabad, Telangana",['Natural language processing'],https://www.simplyhired.co.in/job/5PhNHpSMLKd2asdmFPuwZjzuOP20IuRe8DMxZX1S4shohp6LiD8Awg?q=data+scientist
Machine Learning Developer,Cybage,"Pune, Maharashtra","['Communication skills', 'Machine learning', 'Python', 'Java', 'Natural language processing']",https://www.simplyhired.co.in/job/rkIuLFbiaIpSieegDP4JTlslXA7oCe6Ne5omUzUiXuyL7_YXSaIrBQ?q=data+scientist
Management Trainee - ML Engineer/Data Scientist,Genpact,"Gurgaon District, Haryana","['Microsoft Access', 'Statistical analysis', 'Power BI', 'Azure', 'VBA']",https://www.simplyhired.co.in/job/eVmfW_yFzJmy-dImcp09wEV9HGz0VQUzbIex5dex7qowkmEE1qxiXw?q=data+scientist
AI / ML Engineer,Xploria,"Bengaluru, Karnataka","['React', 'Azure', 'SQL', 'Test automation', 'NoSQL']",https://www.simplyhired.co.in/job/myxQ8kGcHFjiUHJjZ7ycg8v_yrANdQdden_CA_gbZ29mYQWNRKaLkg?q=data+scientist
DATA SCIENTIST,KnowDis,"New Delhi, Delhi","['Machine learning', 'Python', 'Data science']",https://www.simplyhired.co.in/job/7T4UTZDFjta6ESQwCEa5WEN77NkFVSXGs8DM7IIa2oWixXuBQ2rWtQ?q=data+scientist
Senior Machine Learning Engineer,Careers at Tide,"Bengaluru, Karnataka","['Unit testing', 'Software deployment', 'Flask', 'Microservices', 'Git']",https://www.simplyhired.co.in/job/jVOGaQS-RNyM5zUPcTsET7Az4OhcSQq1rYBGcl1wIb1P6oHyXiFozQ?q=data+scientist
Deep learning Engineer,Pioneer Academy,"Model Town, Ludhiana, Punjab",['Deep learning'],https://www.simplyhired.co.in/job/uW5JHNZ30OqP9ivrBIBYK_A1iMH8xCOL0g0AEcrZ5CX0w59Sro7Gog?q=data+scientist
Data Engineer – Smart Building Analytics (6 - 9 years),Siemens,"Pune, Maharashtra","['Spark', 'Agile', 'APIs', 'Analytics', 'Python', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/Iie9odcIry5zBEXG8Hx_wEaOqEMKUcIL4NunE_kmW5Apzpep_LtleQ?q=data+scientist
Data Scientist,The Jobs Recruiter,"Bengaluru, Karnataka","['Power BI', 'Relational databases', 'DynamoDB', 'SQL', 'PyTorch', ""Master's degree""]",https://www.simplyhired.co.in/job/sxln5rM_nD7Dob3Ulv6BmCMO3aIrb8NPfRpJyr4xUi-rsRemf_AF3A?q=data+scientist
Ai/ML trainer,Neubaitics Tech Pvt Ltd,"Salem, Tamil Nadu","['Teaching experience', 'Natural language processing', 'Deep learning', 'TensorFlow', 'Communication skills', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/9uPTHTBgB0O8YVOleUlnv6P3v6cqxLEATgLk89DPiAnvjsoElsnemA?q=data+scientist
AI Researcher - modelling,Shell,"Bengaluru, Karnataka","['Image processing', 'Azure', 'PyTorch', 'Computer skills', 'Deep learning', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/7fr_fRNxP9ceLXtPjzCUvQmzNfQaXdBtVMFZn79ok3xo_riegMXYhw?q=data+scientist
Python Data Science Trainer,Payas Technologies Pvt Ltd,"Pune, Maharashtra","['SQL', 'Microsoft Excel', 'Teaching experience', 'Tableau', 'NumPy']",https://www.simplyhired.co.in/job/8HBB5ZqOArm4Z1hMR8acpxIXc3vClu9QZXn9PbPLAgKX9p6lTj4uTw?q=data+scientist
Senior Data Scientist - Experimentation,FARFETCH,"Delhi, Delhi","['R', 'E-Commerce', 'Machine learning', 'Python', 'Data analysis skills', ""Master's degree"", 'Doctoral degree']",https://www.simplyhired.co.in/job/sedmYslXnpbjjaPcSPelCKQEZucp39M-b9ipibolhHcp0MGHMCLuSA?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
Lead Software Engineer - Machine Learning,Freshworks,"Chennai, Tamil Nadu","['Deep learning', 'TensorFlow', 'IT service management', 'APIs', 'Machine learning']",https://www.simplyhired.co.in/job/sLD7tHUbdDE4DYPC9XJa_RwtJ0_Qv5o6GSSd7RMj9_BzSeFd8wZhuQ?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
NLP Analyst,Kore.ai,"Hyderabad, Telangana","['Perl', 'Node.js', 'Natural language processing', 'C++', 'Data analytics', 'M.C.A.', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/Ibl6PgKaNfOIKtA5I2ygNp32V8owFWOif8pET-EG_n6UgeyziuJ8Ew?q=data+scientist
Big Data Analyst,CereSight,India,"['Database management', 'Relational databases', 'Data modeling', 'SQL', 'Apache Hive', 'Doctoral degree', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/IbXjPKqOfPp90ixW1bKyZU9u9tb0BfwnDYVbjUSFPNLvS40Vn2tj5A?q=data+scientist
Applied ML Engineer,4CRisk.ai Software,"Bengaluru, Karnataka","['Deep learning', 'TensorFlow', 'REST', 'APIs', 'Microservices']",https://www.simplyhired.co.in/job/4ciZFxoEuurimPhBs6US8w-TmZPOFMFpad1Y5CwWosyaURfQwpzwxw?q=data+scientist
Data Science Analyst,PepsiCo,"Hyderabad, Telangana","['Azure', 'SQL', 'DevOps', 'Communication skills', 'Agile', 'B.Sc', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/S_CCyrq1JlTIzzhMHK9JHKkZozkpVZIQk3JtJ1EpphYe6dnxNfEyhA?q=data+scientist
NLP Engineer,Mashinga,"Hyderabad, Telangana",['Natural language processing'],https://www.simplyhired.co.in/job/5PhNHpSMLKd2asdmFPuwZjzuOP20IuRe8DMxZX1S4shohp6LiD8Awg?q=data+scientist
Machine Learning Developer,Cybage,"Pune, Maharashtra","['Communication skills', 'Machine learning', 'Python', 'Java', 'Natural language processing']",https://www.simplyhired.co.in/job/rkIuLFbiaIpSieegDP4JTlslXA7oCe6Ne5omUzUiXuyL7_YXSaIrBQ?q=data+scientist
Management Trainee - ML Engineer/Data Scientist,Genpact,"Gurgaon District, Haryana","['Microsoft Access', 'Statistical analysis', 'Power BI', 'Azure', 'VBA']",https://www.simplyhired.co.in/job/eVmfW_yFzJmy-dImcp09wEV9HGz0VQUzbIex5dex7qowkmEE1qxiXw?q=data+scientist
AI / ML Engineer,Xploria,"Bengaluru, Karnataka","['React', 'Azure', 'SQL', 'Test automation', 'NoSQL']",https://www.simplyhired.co.in/job/myxQ8kGcHFjiUHJjZ7ycg8v_yrANdQdden_CA_gbZ29mYQWNRKaLkg?q=data+scientist
DATA SCIENTIST,KnowDis,"New Delhi, Delhi","['Machine learning', 'Python', 'Data science']",https://www.simplyhired.co.in/job/7T4UTZDFjta6ESQwCEa5WEN77NkFVSXGs8DM7IIa2oWixXuBQ2rWtQ?q=data+scientist
Senior Machine Learning Engineer,Careers at Tide,"Bengaluru, Karnataka","['Unit testing', 'Software deployment', 'Flask', 'Microservices', 'Git']",https://www.simplyhired.co.in/job/jVOGaQS-RNyM5zUPcTsET7Az4OhcSQq1rYBGcl1wIb1P6oHyXiFozQ?q=data+scientist
Deep learning Engineer,Pioneer Academy,"Model Town, Ludhiana, Punjab",['Deep learning'],https://www.simplyhired.co.in/job/uW5JHNZ30OqP9ivrBIBYK_A1iMH8xCOL0g0AEcrZ5CX0w59Sro7Gog?q=data+scientist
Data Engineer – Smart Building Analytics (6 - 9 years),Siemens,"Pune, Maharashtra","['Spark', 'Agile', 'APIs', 'Analytics', 'Python', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/Iie9odcIry5zBEXG8Hx_wEaOqEMKUcIL4NunE_kmW5Apzpep_LtleQ?q=data+scientist
Data Scientist,The Jobs Recruiter,"Bengaluru, Karnataka","['Power BI', 'Relational databases', 'DynamoDB', 'SQL', 'PyTorch', ""Master's degree""]",https://www.simplyhired.co.in/job/sxln5rM_nD7Dob3Ulv6BmCMO3aIrb8NPfRpJyr4xUi-rsRemf_AF3A?q=data+scientist
Ai/ML trainer,Neubaitics Tech Pvt Ltd,"Salem, Tamil Nadu","['Teaching experience', 'Natural language processing', 'Deep learning', 'TensorFlow', 'Communication skills', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/9uPTHTBgB0O8YVOleUlnv6P3v6cqxLEATgLk89DPiAnvjsoElsnemA?q=data+scientist
AI Researcher - modelling,Shell,"Bengaluru, Karnataka","['Image processing', 'Azure', 'PyTorch', 'Computer skills', 'Deep learning', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/7fr_fRNxP9ceLXtPjzCUvQmzNfQaXdBtVMFZn79ok3xo_riegMXYhw?q=data+scientist
Python Data Science Trainer,Payas Technologies Pvt Ltd,"Pune, Maharashtra","['SQL', 'Microsoft Excel', 'Teaching experience', 'Tableau', 'NumPy']",https://www.simplyhired.co.in/job/8HBB5ZqOArm4Z1hMR8acpxIXc3vClu9QZXn9PbPLAgKX9p6lTj4uTw?q=data+scientist
Senior Data Scientist - Experimentation,FARFETCH,"Delhi, Delhi","['R', 'E-Commerce', 'Machine learning', 'Python', 'Data analysis skills', ""Master's degree"", 'Doctoral degree']",https://www.simplyhired.co.in/job/sedmYslXnpbjjaPcSPelCKQEZucp39M-b9ipibolhHcp0MGHMCLuSA?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
Junior Data Scientist,Adidas,"Gurgaon District, Haryana","['Machine learning', 'Statistics', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/BjnLTv_61y_m8VDoLKZwYtYxo7dyPPpvnKHyTd50zcd8cS_0RkLGKA?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
Data Science Trainer,ACE Online,"Hyderabad, Telangana","['Teaching experience', 'R', 'Python', 'Data science']",https://www.simplyhired.co.in/job/p9oQytEn2JAzb03U2IwuzkKHnA6LmpYO_s8a5w6XeHggCaGmc-NFOA?q=data+scientist
Lead Software Engineer - Machine Learning,Freshworks,"Chennai, Tamil Nadu","['Deep learning', 'TensorFlow', 'IT service management', 'APIs', 'Machine learning']",https://www.simplyhired.co.in/job/sLD7tHUbdDE4DYPC9XJa_RwtJ0_Qv5o6GSSd7RMj9_BzSeFd8wZhuQ?q=data+scientist
NLP Analyst,Kore.ai,"Hyderabad, Telangana","['Perl', 'Node.js', 'Natural language processing', 'C++', 'Data analytics', 'M.C.A.', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/Ibl6PgKaNfOIKtA5I2ygNp32V8owFWOif8pET-EG_n6UgeyziuJ8Ew?q=data+scientist
Big Data Analyst,CereSight,India,"['Database management', 'Relational databases', 'Data modeling', 'SQL', 'Apache Hive', 'Doctoral degree', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/IbXjPKqOfPp90ixW1bKyZU9u9tb0BfwnDYVbjUSFPNLvS40Vn2tj5A?q=data+scientist
Applied ML Engineer,4CRisk.ai Software,"Bengaluru, Karnataka","['Deep learning', 'TensorFlow', 'REST', 'APIs', 'Microservices']",https://www.simplyhired.co.in/job/4ciZFxoEuurimPhBs6US8w-TmZPOFMFpad1Y5CwWosyaURfQwpzwxw?q=data+scientist
Data Science Analyst,PepsiCo,"Hyderabad, Telangana","['Azure', 'SQL', 'DevOps', 'Communication skills', 'Agile', 'B.Sc', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/S_CCyrq1JlTIzzhMHK9JHKkZozkpVZIQk3JtJ1EpphYe6dnxNfEyhA?q=data+scientist
NLP Engineer,Mashinga,"Hyderabad, Telangana",['Natural language processing'],https://www.simplyhired.co.in/job/5PhNHpSMLKd2asdmFPuwZjzuOP20IuRe8DMxZX1S4shohp6LiD8Awg?q=data+scientist
Machine Learning Developer,Cybage,"Pune, Maharashtra","['Communication skills', 'Machine learning', 'Python', 'Java', 'Natural language processing']",https://www.simplyhired.co.in/job/rkIuLFbiaIpSieegDP4JTlslXA7oCe6Ne5omUzUiXuyL7_YXSaIrBQ?q=data+scientist
Management Trainee - ML Engineer/Data Scientist,Genpact,"Gurgaon District, Haryana","['Microsoft Access', 'Statistical analysis', 'Power BI', 'Azure', 'VBA']",https://www.simplyhired.co.in/job/eVmfW_yFzJmy-dImcp09wEV9HGz0VQUzbIex5dex7qowkmEE1qxiXw?q=data+scientist
AI / ML Engineer,Xploria,"Bengaluru, Karnataka","['React', 'Azure', 'SQL', 'Test automation', 'NoSQL']",https://www.simplyhired.co.in/job/myxQ8kGcHFjiUHJjZ7ycg8v_yrANdQdden_CA_gbZ29mYQWNRKaLkg?q=data+scientist
DATA SCIENTIST,KnowDis,"New Delhi, Delhi","['Machine learning', 'Python', 'Data science']",https://www.simplyhired.co.in/job/7T4UTZDFjta6ESQwCEa5WEN77NkFVSXGs8DM7IIa2oWixXuBQ2rWtQ?q=data+scientist
Senior Machine Learning Engineer,Careers at Tide,"Bengaluru, Karnataka","['Unit testing', 'Software deployment', 'Flask', 'Microservices', 'Git']",https://www.simplyhired.co.in/job/jVOGaQS-RNyM5zUPcTsET7Az4OhcSQq1rYBGcl1wIb1P6oHyXiFozQ?q=data+scientist
Deep learning Engineer,Pioneer Academy,"Model Town, Ludhiana, Punjab",['Deep learning'],https://www.simplyhired.co.in/job/uW5JHNZ30OqP9ivrBIBYK_A1iMH8xCOL0g0AEcrZ5CX0w59Sro7Gog?q=data+scientist
Data Engineer – Smart Building Analytics (6 - 9 years),Siemens,"Pune, Maharashtra","['Spark', 'Agile', 'APIs', 'Analytics', 'Python', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/Iie9odcIry5zBEXG8Hx_wEaOqEMKUcIL4NunE_kmW5Apzpep_LtleQ?q=data+scientist
Data Scientist,The Jobs Recruiter,"Bengaluru, Karnataka","['Power BI', 'Relational databases', 'DynamoDB', 'SQL', 'PyTorch', ""Master's degree""]",https://www.simplyhired.co.in/job/sxln5rM_nD7Dob3Ulv6BmCMO3aIrb8NPfRpJyr4xUi-rsRemf_AF3A?q=data+scientist
Ai/ML trainer,Neubaitics Tech Pvt Ltd,"Salem, Tamil Nadu","['Teaching experience', 'Natural language processing', 'Deep learning', 'TensorFlow', 'Communication skills', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/9uPTHTBgB0O8YVOleUlnv6P3v6cqxLEATgLk89DPiAnvjsoElsnemA?q=data+scientist
AI Researcher - modelling,Shell,"Bengaluru, Karnataka","['Image processing', 'Azure', 'PyTorch', 'Computer skills', 'Deep learning', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/7fr_fRNxP9ceLXtPjzCUvQmzNfQaXdBtVMFZn79ok3xo_riegMXYhw?q=data+scientist
Python Data Science Trainer,Payas Technologies Pvt Ltd,"Pune, Maharashtra","['SQL', 'Microsoft Excel', 'Teaching experience', 'Tableau', 'NumPy']",https://www.simplyhired.co.in/job/8HBB5ZqOArm4Z1hMR8acpxIXc3vClu9QZXn9PbPLAgKX9p6lTj4uTw?q=data+scientist
Senior Data Scientist - Experimentation,FARFETCH,"Delhi, Delhi","['R', 'E-Commerce', 'Machine learning', 'Python', 'Data analysis skills', ""Master's degree"", 'Doctoral degree']",https://www.simplyhired.co.in/job/sedmYslXnpbjjaPcSPelCKQEZucp39M-b9ipibolhHcp0MGHMCLuSA?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
(India-Bangalore) Senior Data Scientist,Wesco,"Bengaluru, Karnataka","['Project management', 'Azure', 'Spark', 'MySQL', 'Strategic planning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/72QBxvbB0YPAHso-rf8H3IFaLUZp2KOKG_bgSpsGnY4egFD86BXj5g?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Specialist, Applied Data Science",CIMMYT,"New Delhi, Delhi","['GIS', 'Stata', 'Data collection', 'Communication skills', 'R', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/z5sHRDt1VPuxNS_JeGetw84CtC0K2LJMJZynaUWYQIoFL2siFHYi_Q?q=data+scientist
