Title,Company,Location,Qualifications,Url
Machine Learning Engineer,SatSure Analytics India,"Bengaluru, Karnataka","['Elasticsearch', 'SQL', 'PyTorch', 'Spark', 'TensorFlow', 'Doctoral degree', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/XIL4JtvQRtJSMJDkvGzyFmFrz1LHl6325NRcwuZfgn2RCIsAFjpjYg?q=data+scientist
Data Science,GadgEon,"Kochi, Kerala","['TensorFlow', 'C++', 'Image processing', 'Computer vision', 'PyTorch']",https://www.simplyhired.co.in/job/UQg670oA1anK4--itcWv9iTbxd-b38Vu1CSwWwjPDELA2I9itL4DSg?q=data+scientist
Data Scientist,ZURU Tech,"Ahmadabad, Gujarat","['Power BI', 'Manufacturing', 'Azure', 'SQL', 'Attribution modeling']",https://www.simplyhired.co.in/job/YbeZMXxVwhVViqeGZhjEDq5-uiR42aHoHeGqrZdEypi3vMMkx5Am0w?q=data+scientist
AI/ML Engineer,JK Tech,"Bengaluru, Karnataka","['Image processing', 'Computer vision', 'APIs', 'Data science', 'AI']",https://www.simplyhired.co.in/job/qvm4JRHicntqYH6xfj2vzAQxiu6shjIkO2FSm0V5JtBeSse8DZAXZA?q=data+scientist
Data Science Consultant,Flex,"Chennai, Tamil Nadu","['Communication skills', 'SQL', 'R', 'Machine learning', 'Python']",https://www.simplyhired.co.in/job/Jvd2_7BGQPBQG205y96he11JuqFaVEvIvcq-vtmCJsGu1HrqeUwpPg?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
Data Scientist,EVC Ventures,Delhi,"['SASS', 'Elasticsearch', 'CSS', 'SQL', 'Predictive analytics']",https://www.simplyhired.co.in/job/t-gE7GtZ_Xyd_fK09s9LOk8NS8m46Mj9Ybnkn52edgzNswaeWjYkaQ?q=data+scientist
Data Scientist,Gauge Data Solutions,"Noida, Uttar Pradesh","['C++', 'SPSS', 'MATLAB', 'R', 'C', 'Doctoral degree']",https://www.simplyhired.co.in/job/scTVJhL-p39IAMVsng_W3V5J3ryyhkjsOvl83ml1glXSrPeaAYWGcA?q=data+scientist
Data Scientist,Techvantage Systems,"Thiruvananthapuram, Kerala","['Image processing', 'Data visualization', 'Natural language processing', 'Computer vision', 'Machine learning', 'Doctoral degree', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/OIC1vvZ21rFI4ZnScb6D8qmSGpq-Hfdmm1SlcqKH7vjyL1saV3WB6Q?q=data+scientist
"Machine Learning Engineer, Image Processing",Hubino,"Chennai, Tamil Nadu","['Deep learning', 'C++', 'Image processing', 'C', 'Machine learning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/xvF7z2-tv_vFFpJXzp01lUUIY8qm3ewV43cxjATSnAc_0uMGQAEi7Q?q=data+scientist
Python and Data Science Engineer (IT Jobs),HR Inc Consultants,"Chennai, Tamil Nadu","['Analysis skills', 'Flask', 'Node.js', 'NumPy', 'Pandas', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/eavyDDFBrlTMu0arTSHNXwGkHMfcB6Cce7H8bj43bRE2-RO9h2-cyw?q=data+scientist
Machine Learning-Consultant,Wipro Limited,"Bengaluru, Karnataka","['Spark', 'Machine learning']",https://www.simplyhired.co.in/job/scaJg1yu-XNM5So9Ku3A5WMcUv6FoE3--ph-1sm_c7NKSNbgtoHlaw?q=data+scientist
Data Scientist,Crosscope,"Mumbai, Maharashtra","['Image processing', 'NumPy', 'Pandas', 'Deep learning', 'Communication skills']",https://www.simplyhired.co.in/job/Jsv5uhMB_G_Nxb3pXH9XDL5yJbBAWbE94vmTFHdyZzVFBSMhFcukEg?q=data+scientist
Data Scientist/Analytics Engineer - Machine Learning/Predictive Modeling,Suntec Web Services,"New Delhi, Delhi","['Jenkins', 'Predictive analytics', 'Tableau', 'CI/CD', 'Eclipse']",https://www.simplyhired.co.in/job/LTZYMKzhacuz4Zeiw8iO1Bl-zYqttLYq5Ow7yWR6VmArq9uLVFLP3A?q=data+scientist
PL/SQL expert - Only for Immediate joining,Attain,"Bengaluru, Karnataka","['Communication skills', 'Agile', 'SQL', 'Waterfall', 'Oracle', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/SoWD5pJ8A5moxHtHmh0fYJl0lDSrHQelg4U7kiejlb2WGWaNjn052g?q=data+scientist
Data Scientist,MNR Solutions,"Bengaluru, Karnataka","['Power BI', 'Image processing', 'Spark', 'Tableau', 'Computer skills']",https://www.simplyhired.co.in/job/5QWACY_yS0U46sPz-GAC3Sgq7_Pn7BySlPU1NpSRMLcPzVdPQhPayw?q=data+scientist
Head of the Department – (Computer Science Engineering – Data Science),New Horizon College Marathahalli,"Bengaluru, Karnataka","['Quality assurance', 'Data science']",https://www.simplyhired.co.in/job/r31gWKTnYNYbVXnb5lb0OOt6w-oVFJMZh3J_QWdknB21LnvutXx3TQ?q=data+scientist
Data Science Manager,ARA Resources,"Pune, Maharashtra","['Project management', 'Analysis skills', 'SQL', 'Spark', 'NoSQL', 'M.C.A.', 'M.Sc', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/HxBwumg_VLA7pGr1STUQrxyYFd8KNSquiJydw9XkgZEMRzwHk_PTQw?q=data+scientist
AI-ML Engineer,Larsen & Toubro Limited,"Vadodara, Gujarat","['Analysis skills', 'Power BI', 'Image processing', 'Data modeling', 'Azure']",https://www.simplyhired.co.in/job/GmolU3HI4iWnU4Xr1wd0V3pPuci92odwsp0GuLwKKtt87V_uIYIraw?q=data+scientist
Python ML/AI Developer,Elroi Software Solution,"Madurai, Tamil Nadu","['SQL', 'NumPy', 'Pandas', 'Natural language processing', 'TensorFlow', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/tGCep8w1yvTzvXuJ1ZDBeFyQ50hCUhunh4LDsoxrt58uANc6fFwbrg?q=data+scientist
Data Scientist,Elite HR Services,"Ahmadabad, Gujarat","['R', 'Python', 'Statistics', 'Data science', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/i-KP2heng5OvvFMMj0ad75zAHf8pO5miBPSRhalm5xziet4F1EW59w?q=data+scientist
Analyst - Data Science,Nuware Systems,"Bengaluru, Karnataka","['Communication skills', 'SQL', 'R', 'Investment banking', 'Microsoft Excel', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/66nSojP2eXUhw_U6W8jqyz4THUq5XhJD_y2NRStzm6PixvBhC8XxZg?q=data+scientist
Lead Data Scientist,YellMon Labs,"Bhubaneswar, Orissa","['SQL', 'Spark', 'NoSQL', 'Natural language processing', 'Deep learning', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/LdgapLyrn48NkqNKn7j90J0LdadwV23xJ8mb5G_OShNWEraor0y2GA?q=data+scientist
Machine Learning Engineer,Evvo Technology Solutions Pvt Ltd,"Chennai, Tamil Nadu","['Data modeling', 'Azure', 'SQL', 'PyTorch', 'Spark', ""Master's degree""]",https://www.simplyhired.co.in/job/MtaTwdWq3JGPyishTjoubmnp0h0ouS6t7VA6O902bJtov4v0NGAqGw?q=data+scientist
Supply Chain Network Data & Analytics Specialist,Colgate-Palmolive,"Mumbai, Maharashtra","['Manufacturing', 'Supply chain', 'SQL', 'Spring', 'R', ""Bachelor's degree"", ""Master's degree"", 'M.B.A.']",https://www.simplyhired.co.in/job/9LhEc7XC6XiS8ROC2gSQiMuQub04_62xsI5t2noD8yqdDZinQINWLg?q=data+scientist
Senior Data Scientist (Databricks / MLflow),SkyPoint Cloud,"Bengaluru, Karnataka","['Azure', 'Spark', 'SaaS', 'Git', 'TensorFlow', 'Doctoral degree', 'B.Sc', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/xHf85NowL7uim-gZX_qKbqdDicKapOz1ABil74TrCOXk3wRw1n6NhA?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
Computer Vision Research Engineer - Machine Learning,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka","['Image processing', 'Computer skills', 'OpenCV', 'Application development', 'TensorFlow', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/5E7vDS__n5VugOr7d3nj5XGaziKUy2cba2m3Il73OETGi7ziWdj25Q?q=data+scientist
Associate Data Scientist,S&P Global,"Hyderabad, Telangana","['Agile', 'Analytics', 'Machine learning', 'Python', 'Tableau', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/WIJd27VdfSXDKSHwAHwGB2x0HZ1YzlIVgeUP88gDePj9X8zgoRSHcw?q=data+scientist
Bioinformatic (Data Scientist) -Variant analyst,Innoplexus,"Pune, Maharashtra","['Analysis skills', 'Image processing', 'Spark', 'Natural language processing', 'Deep learning', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/Bb-A6o0cWgWcuxXrOYi9Yj-KOJGXuoP1aJ9_VW5xfnAlpdIlsavbew?q=data+scientist
NSP Big data 5,Incedo,"Chennai, Tamil Nadu","['Scala', 'Apache', 'Spark', 'Big data', 'Google Cloud Platform', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/bUVkXYj4mkZC0Wc2e9y1bVunFxGshDm-yhD4q_K-8G8voJvDNl6sgA?q=data+scientist
Data Scientist,infoanalytica,"Ahmadabad, Gujarat","['Web services', 'D3.js', 'SQL', 'NoSQL', 'Data visualization', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/THuR_Sk8J8jbEHz_QPnZ2RR9k-xEpInv-sFqc9JGa2mFkxWiOgXfZg?q=data+scientist
"Data Science & Strategic Analytics - SQL,SAS & Python","JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka","['Project planning', 'Azure', 'SQL', 'SAS', 'Data visualization', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/av3zOyBcHnJD9BMLIuUMYkYybugie6D1jgn2gFC2Xuo5V1FD1gVxKw?q=data+scientist
AI-ML Engineer,Facctum Solutions,"Bengaluru, Karnataka","['Middleware', 'Backbone.js', 'PyTorch', 'Node.js', 'NoSQL', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/qr7JmVsh2lwMFA6LWwwlEX5wahwAgQMZPIZyTNLvefB2UcctFaQ2eg?q=data+scientist
Data Scientist,Ank Aha,"New Delhi, Delhi","['Spark', 'Apache Hive', 'Microsoft Excel', 'SAS', 'NumPy', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/Tl0p9Uf4dkJXKtu7xS82KU6Ye_5byxu3adtDVsfi9n_lt6h2jkDbXg?q=data+scientist
Software Engineer - Natural Language Processing (NLP),Splore,"Vidhana Veedhi, Karnataka","['Elasticsearch', 'Analysis skills', 'SQL', 'PyTorch', 'Microsoft Excel', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/tNvownbUSb0_SzB3-lI15e0eo3LZxgJgGiJpZYo-QzJGk28w3g37rw?q=data+scientist
Machine Learning Engineer,OakNorth Bank,"Hyderabad, Telangana","['Machine learning', 'Recruiting']",https://www.simplyhired.co.in/job/L8KJOKAtnEZfmROaTo6A96LCHx9PcMxeipLIUg0FMtvZJ_hcCOi3Kg?q=data+scientist
Computer Vision Research/ Platform Engineer - Machine Learning,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka","['Image processing', 'Computer skills', 'OpenCV', 'Application development', 'TensorFlow', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/cE5-ryvJMONjyNR4zIi5Q2wTG7Gt9RtK6rSufzNK72kYCNwuIIaE3Q?q=data+scientist
Data Scientist,MRI Software,"Bengaluru, Karnataka","['Power BI', 'Azure', 'SQL', 'Shell Scripting', 'NoSQL', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/Q9bpWMk6VJPufiKm8CPPzKd8hK5sSIRfUUjP4AKXp7Mh9A97sNGQww?q=data+scientist
Data Scientist,AppsForBharat,"Bengaluru, Karnataka","['Software deployment', 'Analytics', 'Machine learning', 'Data structures', 'Math']",https://www.simplyhired.co.in/job/dQBh9emvcJ7YYFZYPYsEnjANgPutwouLW5cFLB8VESvt8qQqvBZzEA?q=data+scientist
Machine Learning (ML) Engineer,Maersk,"Bengaluru, Karnataka","['D3.js', 'Azure', 'Tableau', 'NumPy', 'Pandas', 'Doctoral degree', ""Master's degree"", 'M.Eng']",https://www.simplyhired.co.in/job/GxiPhVYTtcRDTaZsjNtqzlSddiljcu_PJtWzQljVsdvKWQBencsw9w?q=data+scientist
Staff Data Science Engineer,Infoblox,"Bengaluru, Karnataka","['SQL', 'Tableau', 'NumPy', 'SaaS', 'MATLAB', 'B.Sc', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/lc-yPYRFrvGRY732aQrA7Opsmd2dDAYMhWuyIbelMyhE0B8roQASwg?q=data+scientist
Data Scientist/ Machine Learning Consultant ( UK Location),Imurgence,India,"['Analysis skills', 'Node.js', 'NumPy', 'Pandas', 'Banking', 'M.C.A.', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/BM9CQ2YJZghnl8d547-0h_6dpumcy6zVmgx4ksBUAMDyLuWeUA5WJA?q=data+scientist
"Data Scientist - Wheat (FMCG, Agrocommodities)(Guntur) (Saugat)",Headstart Manpower Consultants,"Gurugram, Haryana","['Supply chain', 'SQL', 'Natural language processing', 'Statistics', 'Scripting', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/r6N1SoruQ1Yn4JNBGMs1nElz0ZKszcj7_sNoh5qv2jB2bL9an8UoNw?q=data+scientist
Principal Data & Applied Scientist,NetApp,"Bengaluru, Karnataka","['Natural language processing', 'Deep learning', 'Leadership', 'Communication skills', 'Machine learning', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tTlPaOOq1kKI7I0T977ji0lJSImFqMRRYSkGFxCMNL71u0goULJp3A?q=data+scientist
Data Scientist (5 years experience),Codvo.ai,"Bengaluru, Karnataka","['Bash', 'Web services', 'SQL', 'PyTorch', 'Product management']",https://www.simplyhired.co.in/job/L79nCzuyIEJz7Vpg5-QDRiOqk5L1GK6aWQuOJ-Ykn-mD-BZpWgqFsg?q=data+scientist
Data Scientist CRSP IRC180072,GlobalLogic,"Chennai, Tamil Nadu","['SQL', 'NoSQL', 'Communication skills', 'Scala', 'Python', 'B.Sc', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/bUXih8wkM21amDvf0N5JFTjvk7JQVLu5iyrVyb_KWTpkXltKKkj8Lg?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Director, Machine Learning",Suki,"Bengaluru, Karnataka","['React', 'Software deployment', 'TypeScript', 'Swift', 'Mentoring']",https://www.simplyhired.co.in/job/7O3uz5VpH8YsEAjt98zIQr02TUk7vLJjAQzwLf-WGwolCgQbw1ynrQ?q=data+scientist
Data Scientist,Akkodis,"Bengaluru, Karnataka","['Power BI', 'Azure', 'SQL', 'NoSQL', 'PaaS', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/-MyYB-dj2Y5kC5Wr7mCxKMvf42yPvgVN2EssFpc07I8nO8hPKY3QyQ?q=data+scientist
Scientist - AI Platform,AXA,"Bengaluru, Karnataka","['React', 'CSS', 'Full-stack development', 'Azure', 'MySQL']",https://www.simplyhired.co.in/job/67rxKcHYA8UVwQCZ2PcTnKukX7rWekgucQFxD-Y5Jn4usJhrvdyoFQ?q=data+scientist
Data Scientist,Team Computers,"Delhi, Delhi","['D3.js', 'Azure', 'Predictive analytics', 'Data visualization', 'MATLAB', 'Doctoral degree', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/krYWRTjKXLIHW1smgj49g-n0voxMaN1xZYG9HxdCPptjflMUdAQCHg?q=data+scientist
Data Science Trainer,IMAGECON IND PVT LTD,"Salem, Tamil Nadu","['Microsoft Excel', 'Tableau', 'Data visualization', 'Data analytics', 'Communication skills', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/v8kVlY7mdeAXRlE79M_BshFATchqa98ezn3ysVQdzNgjDsDblhUddQ?q=data+scientist
Data Scientist,Datafoundry,"Bengaluru, Karnataka","['Statistical analysis', 'Sage', 'Azure', 'Apache Hive', 'MapReduce', ""Master's degree""]",https://www.simplyhired.co.in/job/jwjr7c-QOO-ezp_mXIXqF1DdBFQMZXqxr7sCnF-Ivn1NEiYMNZpYBw?q=data+scientist
Sr Data Scientist,TARGET,"Bengaluru, Karnataka","['SQL', 'E-Commerce', 'Natural language processing', 'Deep learning', 'Test-driven development', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/XqTFi58mtiLbhaXmnUyBzWP0Izygl5Ywm33NfCv2HugFq0FEOgUwLA?q=data+scientist
Data Scientist,Zauba Corp,"Bengaluru, Karnataka","['SQL', 'Spark', 'Predictive analytics', 'MongoDB', 'Natural language processing']",https://www.simplyhired.co.in/job/WBXKSV3d7FXpbC_4vf4BlXsagYH9TMMHYCBdorTPKrvBVoNc1MpxmA?q=data+scientist
Consultant - Data Science and Analytics,TransUnion,"Gachibowli, Hyderabad, Telangana","['Analysis skills', 'Marketing mix modeling', 'SQL', 'Attribution modeling', 'Predictive analytics', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/K6PwCdpYrNwtjBJVL5M5cEOBRF6yMqXVeOC53WEf13KeFPABtTYpUQ?q=data+scientist
ML Engineer,Credit Saison,"Bengaluru, Karnataka","['Software deployment', 'PyTorch', 'Spark', 'Application development', 'TensorFlow', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/hq1pP04Ak9TtqzL43GGAwEKreK97AiAagdf29Ejh44rYQ2gD1FRXFQ?q=data+scientist
Deep Learning Internship (6 Months),CodersArts,"Noida, Uttar Pradesh","['Image processing', 'SQL', 'Statistical software', 'SAS', 'Natural language processing', 'Doctoral degree', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/cKnMJmHoRlwqKnm-b1nQgArwZW1cOViaS_RAMHc23Zsq6Mfi_zXArQ?q=data+scientist
Data Science Engineer,Talent Scout Consultancy,"Chennai, Tamil Nadu","['Deep learning', 'Image processing', 'Machine learning', 'Python', 'Data science']",https://www.simplyhired.co.in/job/FE4-s2Ed-FNcHalLzYwlaC9K3CMM8CAeB74okrP6RgPLXooNu3zU2Q?q=data+scientist
Senior Data Scientist,Bain & Company,"Mumbai, Maharashtra","['SQL', 'Apache Hive', 'Git', 'Natural language processing', 'Fraud', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/UmZm56VenzXNhblgT8sP4Sxtw3rwPojVg8ejomaTPEXZhHb52KmG8Q?q=data+scientist
"AI, ML Track",Cloudseed Technologies,India,"['Analysis skills', 'Design patterns', 'TensorFlow', 'R', 'Machine learning', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/Q-6G5R30ioUlMrRBLLBg1zsrSagBLiXbWU96t4WgcmzXV6nPzThxUw?q=data+scientist
Machine Learning Engineer,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka","['Power BI', 'CSS', 'Software troubleshooting', 'Agile', 'APIs', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/B1IoTbUrYSMvs27VkV95bt6n1ucto6ipoJt4g74VCnNCFDLjxJKzPw?q=data+scientist
Data Science Engineer 3-1,Comcast,"Chennai, Tamil Nadu","['APIs', 'Machine learning', 'Data science', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/ksEolDReCUWXREgKTRhdsJ2w3KRmwnby4WXdIfrp7G1kMbUY7mdq_A?q=data+scientist
ML/AI Engineers,innData Analytics,"Visakhapatnam, Andhra Pradesh","['Machine learning', 'Data science', 'AI']",https://www.simplyhired.co.in/job/T4wL-PoXKVjo4SfMbFRuenM_ICjAhZ_xTlc6Wd1xXUFfVSUd_LTMWg?q=data+scientist
"Senior Analyst, Data Science (R-13734)",Dun & Bradstreet,"Chennai, Tamil Nadu","['Statistical analysis', 'Data analytics', 'Communication skills', 'SQL', 'Hadoop']",https://www.simplyhired.co.in/job/PgWX8rWZWvnNs0Vr8SSFi7MOQjUbQHsFWKZHSo9YxHZx4BSi5gS-wA?q=data+scientist
Artificial Intelligence & Machine Learning,Creative Buffer,"Mohali Sas Nagar, Chandigarh","['PyTorch', 'Presentation skills', 'Natural language processing', 'Deep learning', 'TensorFlow', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/atv7i4oZOMp53xMrFvGjazk1BT3oX_QIcT0mc2J7ED5_ZmnGzdPWsg?q=data+scientist
Data Scientist,Data Axle,"Pune, Maharashtra","['Web services', 'SQL', 'SAS', 'Agile', 'APIs', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/xMwtOf-GJH7BptWlAkUjGFXkO4oxjceHDJ2Hcr-Lp2mny0OK-A2F0w?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
"Software Engineer Python, Machine Learning/AI",Truedge Software Solutions,"Hyderabad, Telangana","['Analysis skills', 'Communication skills', 'Machine learning', 'Python', 'AI']",https://www.simplyhired.co.in/job/VZeaVGLexUgevrZf_BlElvhgWPdeqvrX1n2pCNO3CJnOwiPFVE5hNA?q=data+scientist
Machine Learning Analyst,Pattern Effects Labs,"Bengaluru, Karnataka",['Machine learning'],https://www.simplyhired.co.in/job/jICOAsU8v1znWVf6KU8jTVpOYgXXP8F2srvOZnCZjuJWYQQAODBH4Q?q=data+scientist
Machine Learning Engineer,FedEx Express MEISA,"Mumbai, Maharashtra","['Analysis skills', 'Machine learning', 'Presentation skills']",https://www.simplyhired.co.in/job/DTdDKiebH9_3wL4Qj-6eaP2Pej7kZ6yi8SqIzJnpyjcYUc4JnHNSGg?q=data+scientist
"Data analyst / Data scientist, Associate",Deutsche Bank,"Bengaluru, Karnataka","['Data analytics', 'SQL', 'Hadoop', 'Big data', 'Tableau']",https://www.simplyhired.co.in/job/ECDNHfOHr88nDsoSdX7j2-rbrAgg9yILKM9ueltWFlsyExFdPqO49g?q=data+scientist
Data Scientist,Boppo Technologies,"Mumbai, Maharashtra","['SQL', 'Tableau', 'C++', 'Product development', 'Scala']",https://www.simplyhired.co.in/job/9t6Z-cgf1MOWeYI61CYSZdsMe23-tdL94aVNkHqV3Gw238hUkoAW0Q?q=data+scientist
Sr/Principal Data Scientist,Comviva,"Gurgaon District, Haryana","['Data analytics', 'Fraud', 'SQL', 'Hadoop', 'Spark']",https://www.simplyhired.co.in/job/_LILlu11J2rbJfcowRkX-enht6tWnN7bYkZlzxOeEFWok8hCrax4Yw?q=data+scientist
CIEL/SEL/22325: Associate Scientist - Applied microbiology,CIEL HR Services,"Chennai, Tamil Nadu","['Product development', 'Microbiology', ""Master's degree""]",https://www.simplyhired.co.in/job/LwASFcjfTYiLJD1n6Qpq6GJBJEu3hLvZt1lPlssBMsMZNjfeyQiJ9Q?q=data+scientist
Lead Data Scientist,Bajaj FinServ,"Pune, Maharashtra","['Web services', 'Relational databases', 'Azure', 'SQL', 'Predictive analytics', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/AlVJ5Wi3MTHbzz81cNewhbni-rQ6r2ypI3vNqhxfglkqEFd4XyFnAQ?q=data+scientist
Data Scientist,Sony Electronics,"Bengaluru, Karnataka","['Statistical analysis', 'SQL', 'Database development', 'Data visualization', 'C++', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/7LvvhhIh3dDASnOen9AghudQXKZgOOIiWu26ZTOn7ghsgYohGRgt8Q?q=data+scientist
Data Science Engineer,Emerson,"Pune, Maharashtra","['Web services', 'Azure', 'SQL', 'NoSQL', 'TensorFlow', 'M.C.A.', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/iq2QbPn_R7-32UfIgNhMy4KnaY5mUEZZEK-5QTG4N-VGwHulukkwhQ?q=data+scientist
Director Data Analytics,TARGET,"Bengaluru, Karnataka","['Analysis skills', 'SQL', 'Spark', 'Data analytics', 'Fraud']",https://www.simplyhired.co.in/job/cDbRqNJQW784qZRpjHFIPpKLTt3UVn0xX8QTrtKmP6ncruWYxzX13A?q=data+scientist
