,Company,Qualifications,Url,City,State,Title 1,Title 2
103,deloitte,"safe, project management, web development, vba, sas",https://www.simplyhired.co.in/job/0Wd1uN3VctKPgoVEL6mLRPpqNlJsGAO2yodZ9KANIj9DJ8Huc1-AmQ?q=data+scientist,bengaluru,karnataka,data science,none
104,pricelabs,"relational databases, sql, pricing, communication skills, statistics, doctoral degree, bachelors degree, masters degree",https://www.simplyhired.co.in/job/jxStlMf6VoXW89P_MnSiqocEuorW8XzsJLpN6oE4dJPPyWb_vIYbSQ?q=data+scientist,chennai,tamil nadu,data scientist,none
105,tech-city research & consulting pvt ltd,"unit testing, tensorflow, .net, machine learning, python, bachelors degree",https://www.simplyhired.co.in/job/dHYKpBo3kYfEVbhBoRc7dLuouLap3OWQP3zp8c9wP8_2nPloT4U7IQ?q=data+scientist,ahmadabad,gujarat,data scientist,none
106,ripik technology (p) ltd,"power bi, d3.js, azure, sql, node.js",https://www.simplyhired.co.in/job/R_2CdjOGnrunBysmu8duJ43Zdgv8yJ0QgSyRrhlnMNg_6iOWgXo1BA?q=data+scientist,chennai,tamil nadu,jr data scientist,none
107,globussoft technologies,"deep learning, sql, machine learning, python, nosql",https://www.simplyhired.co.in/job/yU6tku-8nXq4ZWYUZZZHhRp7563ZcOdYSuNEP-bkS_XyL7gcwZI8kw?q=data+scientist,noida,uttar pradesh,data scientist,none
108,cango networks,"software deployment, pytorch, nosql, mysql, deep learning, masters degree",https://www.simplyhired.co.in/job/DjxQGmPkJNfByj70q_tjOZi7U7aFq0ztMvmiwb7TC7Yg-1v9SUCWDg?q=data+scientist,chennai,tamil nadu,data scientist,none
109,iqm corporation,"elasticsearch, analysis skills, power bi, sql, spark, doctoral degree, bachelors degree, masters degree",https://www.simplyhired.co.in/job/FuTrUKc9GOBpk5KDyTnM52RgZI7xql2m0wF6fiB1FcNwlXbUfmEv5A?q=data+scientist,bengaluru,karnataka,machine learning intern,none
110,sciera,"sql, tensorflow, c++, product development, communication skills, m.c.a., bachelors degree, masters degree",https://www.simplyhired.co.in/job/4cTXov-mH9-bk3PWUa_6j86AR_15pkxqaTvGsf_uFxYqqDg9oSXC2Q?q=data+scientist,tambaram,chennai,machine learning engineer,none
111,sigfig,"writing skills, d3.js, rest, sql, spark, bachelors degree",https://www.simplyhired.co.in/job/wf5Kq0lwAdhNwiP197ujQOWExyPs-_HEgaO4OdFIipNfN_wYZxwhiw?q=data+scientist,calicut,kerala,data scientist,none
112,gibraltar technologies llc,"azure, sql, spark, .net, natural language processing, m.sc, masters degree",https://www.simplyhired.co.in/job/CC6K4u92AOY9cXlNLQLiFzEQKfFQZFJGRwc_o8_6ktxlFL2J5Im2uA?q=data+scientist,madhapur,hyderabad,data science,none
113,solarwinds,"analysis skills, communication skills, solarwinds, machine learning, ai",https://www.simplyhired.co.in/job/oaKWKBWnRyspwafHjgGXhKsEHRmMiy9h0Zvo_kCvvHnpHkLCg48kFQ?q=data+scientist,noida,uttar pradesh,data scientist,none
114,retech solutions pvt ltd,machine learning,https://www.simplyhired.co.in/job/JfgBhYqUw9MoQJkxji1RyTK0IPzCHo-hAhezDgLh7tQFnfpZxPCg7A?q=data+scientist,chennai,tamil nadu,data scientist`,none
115,futura labs,"flask, numpy, pandas, oop, django",https://www.simplyhired.co.in/job/2UQ2fEmA7RV3ZabNqQ3HhoM32UkP7McDq5HF0ITk4G-59UKFXn4Gjw?q=data+scientist,bengaluru,karnataka,data scientist,none
116,locuz enterprise solutions,"communication skills, sql, analytics, microsoft excel, machine learning",https://www.simplyhired.co.in/job/rSNPJDOyKxJGCFXFtR-53YKTT11-HBL1tVdF2L9gXi5jeR0Ep9u47A?q=data+scientist,none,none,engineering leader,machine learning
117,datastunt,"react, front-end development, analysis skills, natural language processing, software troubleshooting, bachelors degree, masters degree",https://www.simplyhired.co.in/job/9VFKGHaqtmfcbHNRyStI15gw1RI5ltEXQPw2D3zqvHE6A-byzwukRQ?q=data+scientist,none,none,data scientist,none
118,ford global business services,"machine learning, python, data mining, data science, m.c.a., doctoral degree, m.sc, b.sc, bachelors degree",https://www.simplyhired.co.in/job/_qKgtDqcmT8XBTODKL5rIBBoNUfLrPV3n9WaX32EvWKTGCAh26Qh2g?q=data+scientist,gurgaon district,haryana,junior data scientist/ta,none
119,advansoft,"image processing, azure, pytorch, git, natural language processing, b.sc, bachelors degree",https://www.simplyhired.co.in/job/gyDr747yQse9bOkNnpW8qOEo1ahNMlQYs--S6pOHxxJs8U0eMM9TjQ?q=data+scientist,kochi,kerala,data science internship,none
120,eightfold.ai,"tensorflow, c++, scala, apis, hadoop, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist,bengaluru,karnataka,data scientist,optimus (deep learning / reinforcement learning)
121,ataloud technologies,"azure, predictive analytics, nosql, bootstrap, tensorflow, bachelors degree, masters degree",https://www.simplyhired.co.in/job/YCtlsC9DuDR9QYV4HWziv7Tl5xEZJ-DEy5wWzHk4tlxMjhnYR0y4Jw?q=data+scientist,coimbatore,tamil nadu,data scientist,none
122,wsd consultant,"machine learning, teaching experience, data science, training & development, content development, bachelors degree",https://www.simplyhired.co.in/job/vPtAt9ULKVOR53kKIZQg0LKJ2GwKGlc6E6HQbWp8ZxXXFBbQpszbBg?q=data+scientist,bengaluru,karnataka,senior analyst,ai sgo data scientist
123,way to job placement,"sql, microsoft excel, machine learning, python, microsoft powerpoint",https://www.simplyhired.co.in/job/yzAyA0iWJ_bAnrM6SxFbYiPDH2A4QDZWuF46mG-p9D2GqaE5iubtCA?q=data+scientist,chennai,tamil nadu,ml engineer/ driverless-ai,none
124,wahy lab it solutions,data science,https://www.simplyhired.co.in/job/Y-5rELQeYyJedKHhTVRGlGpKcFhzFSkOrUnKkahIUcl8696r6en08Q?q=data+scientist,jaipur,rajasthan,data scientist,none
125,bert labs,"power bi, spark, tableau, nosql, analytics, doctoral degree, masters degree",https://www.simplyhired.co.in/job/vTdB66s3Hc7MT5aXrkEp93XNMOFe2gO-dcQeOebpbmepKuAYwuWOTw?q=data+scientist,chennai,tamil nadu,machine learning engineer,none
126,kovai.co,"azure, sql, saas, bootstrap, tensorflow",https://www.simplyhired.co.in/job/An6KOzEu5bzp13mKCmMAe18BmnIsBc88FBntwwKgt5unxmCrxSoqnw?q=data+scientist,bengaluru,karnataka,junior data scientist,artificial intelligence innovation
127,deloitte,"statistical analysis, image processing, azure, pytorch, numpy, bachelors degree, masters degree",https://www.simplyhired.co.in/job/YTW8K3_a4jFvwzmQ4jZdOFXUxO0npDOpim9VBDqNYejPr0-09W11Aw?q=data+scientist,bengaluru,karnataka,machine learning data engineer,none
128,xpheno,"python, ai",https://www.simplyhired.co.in/job/2tYvNmcpulshR9uGFqHfeDm4TJiI9-mEv2lSOl3BiqSSJJrSUkcCqQ?q=data+scientist,chennai,tamil nadu,machine learning engineer,none
129,aurawoo international,bachelors degree,https://www.simplyhired.co.in/job/ZBjmwik2D0464wPZ7NVEm0aEVA_Ag_W05BIOcNOzIBblO_-p3BvqiQ?q=data+scientist,chennai,tamil nadu,sr. data scientist,none
130,automotive robotics,"power bi, communication skills, machine learning, software deployment, image processing, bachelors degree",https://www.simplyhired.co.in/job/fw1y163mY-XTRMsQOUVymU8OrGbu-a2a0yWgjX9MJTnd3vJPbGU5lg?q=data+scientist,bengaluru,karnataka,data scientist,none
131,accenture,"analysis skills, machine learning, python, ai, masters degree",https://www.simplyhired.co.in/job/b2q0tSOv3u5grTg54WzUA4xADsBn3L6CJHR3xvUTzyB1hBulAxmMmw?q=data+scientist,none,none,data scientist,none
132,predictive research,"machine learning, python, big data, data science, ai, m.c.a., doctoral degree, bachelors degree, masters degree",https://www.simplyhired.co.in/job/mQAZ5-Dno0tyF6EzmZ2p_jabALsXD3MF3T8Knm5AcFrH6cIRpnLcKA?q=data+scientist,hyderabad,telangana,machine learning engineer,none
133,optisol,"image processing, rest, sql, nosql, git",https://www.simplyhired.co.in/job/r83WvJ1QXLhfQF2eqhKBbTSW1gc6X47L-3UrrT-rBqA2oD8WsoiIkw?q=data+scientist,bengaluru,karnataka,data scientist,none
134,way to job placement,"sql, microsoft excel, machine learning, python, microsoft powerpoint",https://www.simplyhired.co.in/job/ayEzmgwVzsVdZUQqK3ISZOFZ0zhojH7RMLKONJFPnvXpqGZjKFua6A?q=data+scientist,mumbai,maharashtra,data scientist,none
135,capgemini invent,"power bi, azure, sql, sas, nosql",https://www.simplyhired.co.in/job/oV6vZ4__USDEwcTDUkaLBcLW5hetQjBmYT56B8RyxqU-w9x4um9WDA?q=data+scientist,bengaluru,karnataka,data scientist 4,none
136,fortuna entertainment group,"communication skills, marketing, azure, analytics, machine learning",https://www.simplyhired.co.in/job/pErPDNN0_LnqbAboQpWYzj7me_7Sqtwk3qTe6N5F2-i_bA4eGeTylg?q=data+scientist,none,none,engineering leader,machine learning
137,axiado,"node.js, tensorflow, c++, communication skills, c, doctoral degree, bachelors degree, masters degree",https://www.simplyhired.co.in/job/qJidn4kHnq4Dpbhca5ntxwmaCjmPLrg8b2OW-O0FhqRxXNcAq91_rg?q=data+scientist,bengaluru,karnataka,data scientist,none
138,slice,"image processing, sql, spark, numpy, pandas, bachelors degree, masters degree",https://www.simplyhired.co.in/job/vMk7j52VKXt-fSL5QnSR22jco5wK1fLL5RWaf0_EON4ydd4k0X2ozA?q=data+scientist,kochi,kerala,machine learning trainer,none
139,navig8 group,"power bi, communication skills, sql, r, machine learning",https://www.simplyhired.co.in/job/4AJWlw-nQUAVfmhIlMRbOkKnbZanuNRiIS5-L5JRuhgd5WTlK90ypw?q=data+scientist,bengaluru,karnataka,data scientist,none
140,hp,"data modeling, spark, communication skills, software architecture, hadoop, masters degree",https://www.simplyhired.co.in/job/qzpAqSglZNSjxOq_PwDqfbrYXuBvnf-awbKjDX8eBToT0LDo14F6XQ?q=data+scientist,pune,maharashtra,data scientist,none
141,eightfold.ai,"tensorflow, c++, scala, apis, hadoop, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist,ahmadabad,gujarat,data scientist,none
142,aienterprise,"spark, python, math, data science, natural language processing",https://www.simplyhired.co.in/job/Yiz20mtNqAnAsIPPE3nvpLIn-9hoQQK056QzQqnTQ4N8-6H-IqIj6w?q=data+scientist,pune,maharashtra,data scientist,none
143,evolve robotics,"machine learning, python",https://www.simplyhired.co.in/job/r0DNvZT3YXVqAtiexXv4Qoq72grR73xJqCjjOXVMuaqqUOj6T3QaLg?q=data+scientist,bengaluru,karnataka,data scientist 2,none
144,paktolus,"azure, sql, spark, apache hive, torch, bachelors degree",https://www.simplyhired.co.in/job/tMBnuHZhR2aEtChRgzvwlGe9ofM8FaqBGnYiAIRMqURO85mfCNVhdw?q=data+scientist,bengaluru,karnataka,data scientist/ analyst,t9
145,optimum data analytics,"machine learning, natural language processing",https://www.simplyhired.co.in/job/u5-4x7uUfY2ApT5usyWIGqgYNe05UVAgVlkotO_VKoU9i7436cZ0OA?q=data+scientist,bengaluru,karnataka,data scientist,none
146,protocolzone,"analysis skills, image processing, numpy, pandas, natural language processing, masters degree",https://www.simplyhired.co.in/job/ocFNGI32RniWOUvtu9SDhx1RAaixGJXW5S1Pdu6_jTb-ijAf-OZAbQ?q=data+scientist,none,none,data scientist,none
147,peak ai,"relational databases, sql, presentation skills, natural language processing, data analytics",https://www.simplyhired.co.in/job/QMFNk0uXlCQ58GGNB43OZNJeJ3uVSwrSVmQwIMWkmLPFvmy2a45D2Q?q=data+scientist,chennai,tamil nadu,"data & analytics analyst, financial crime",none
148,epsilon,"power bi, sql, spark, tableau, business intelligence, bachelors degree",https://www.simplyhired.co.in/job/42FDqO9r-h32bi6wTALX6_BuBUxEQzx91vFNVyHu_tfvG1L5TgU7EA?q=data+scientist,none,none,data scientist,marketing analytics
149,mercedes-benz research and development india private limited,"software deployment, relational databases, continuous integration, azure, sql",https://www.simplyhired.co.in/job/GFlKNozjesu8fMJHQRn1NpZOikWoR0QmhZNVzY6LEFSIclqiTCZJyg?q=data+scientist,chennai,tamil nadu,data scientist,none
150,"hitachi india pvt, ltd.","c++, matlab, analytics, c, machine learning, bachelors degree, masters degree",https://www.simplyhired.co.in/job/aigph4rGk6wVkfWLXSBvwR3thIJ1tpCFfgXu_KgWnlUkVrMOpkO65A?q=data+scientist,chennai,tamil nadu,ai/ml engineers,none
151,société générale,"analysis skills, power bi, communication skills, python, numpy",https://www.simplyhired.co.in/job/yegoSxxRxXRxPDUhPH4NNAcR0lHqSev5A87ooXRs-Uiixo9RZ9e1Qw?q=data+scientist,mumbai,maharashtra,data scientist,none
152,datagrid digital marketing agency,"image processing, sentiment analytics, natural language processing, deep learning, machine learning, bachelors degree, masters degree",https://www.simplyhired.co.in/job/Q4yUExrPXjBJL1LXC5hHGmV1JppHwM6Ipr5TTrHzQYJ-rw7mAk7q7A?q=data+scientist,kochi,kerala,data scientist,none
153,natwest group,"sql, scrum, teradata, communication skills, agile",https://www.simplyhired.co.in/job/VG9m0Z4jkNJlFNxYN07lv8onZumvHcomqvYL9dCuITt2qiVQv-zWKg?q=data+scientist,pune,maharashtra,data scientist,none
154,payu,"sql, analytics, r, machine learning, python",https://www.simplyhired.co.in/job/Fzwcn_SCZw1nQwTfW7nG0dJ6PKpvMrN0jFx55iE0rUsXGAiJDZCfMQ?q=data+scientist,bengaluru,karnataka,data scientist,none
155,kanini software solutions,"elasticsearch, sql, windows, sas, tensorflow, bachelors degree, masters degree",https://www.simplyhired.co.in/job/IMl0uEj3SrpdddT7MxYoc5astBIr3CsBXZV4wa2ZEfJQBAhcqmzmVA?q=data+scientist,ernakulam,kerala,faculty- artificial intelligence,none
156,ibst private limited,ai,https://www.simplyhired.co.in/job/aPU8zoEFNzqaeJ_8kUrTkz3EfirkPbY8TgZ1jmuFtV1gV4moYze8_w?q=data+scientist,chennai,tamil nadu,audit reporting and analytics analyst,none
157,redlotus,"communication skills, machine learning, statistics, masters degree, doctoral degree",https://www.simplyhired.co.in/job/yDqjq-8Men_kno-w1KlfyzZNqTs51LWub5aoQeFHWz5RlrfP3mNonw?q=data+scientist,tiruchchirappalli,tamil nadu,data scientist,python
158,coverself,"microsoft access, sql, microsoft excel, predictive analytics, microsoft powerpoint",https://www.simplyhired.co.in/job/h7QAhSdtjl7cZlrNZtKCEimBoJ0bCZzIsvKPXVyQJ6itNxn6PhjW5w?q=data+scientist,bengaluru,karnataka,computer vision & machine learning researcher,none
159,sg analytics,"software deployment, sql, github, machine learning, python",https://www.simplyhired.co.in/job/llSuj6ptgRopdOVfAtqq8mbpVwH0LgTYIO9JpAEvS25dNOutzs04Ig?q=data+scientist,none,none,computer vision engineer,none
160,kpit technologies gmbh,"sql, statistical software, sas, tableau, pandas",https://www.simplyhired.co.in/job/HdEVv-y_DgQoqWT3VQCQneFCXO77QSsUiaTBO-LpPL2wkMuJUadlfw?q=data+scientist,chennai,tamil nadu,data scientist,none
161,united group of initiatives,".net, teaching experience, communication skills, r, machine learning, bachelors degree, masters degree",https://www.simplyhired.co.in/job/1Q5HTnkHVLXWSO5GoFQn2WpldvCpTjgc2NxrfMHR9escMfnSCgp7Kg?q=data+scientist,new delhi,delhi,data scientist,none
162,dtcc,"power bi, sql, tableau, sharepoint, informatica",https://www.simplyhired.co.in/job/OHVLXTK5OsdVclVSNxMgOHuND6QtMXRkBtyqTDzGvh0qbwbjQx7FRQ?q=data+scientist,bengaluru,karnataka,data scientist,none
163,v r della it services private limited,"sql, nosql, jquery, oop, machine learning",https://www.simplyhired.co.in/job/lAvGlPyJ9a39gTEkisWynZWSHfsy3fb2AnbbvpchgExnbY8C50HPgw?q=data+scientist,pune,maharashtra,data scientist,none
164,samsung electronics,"image processing, machine learning, employee evaluation, bachelors degree, masters degree, doctoral degree",https://www.simplyhired.co.in/job/2njgw_OaAsTc4md_N6_8uBRg9Tpqkv51jfdNHAOgeNxd0QeFyGAjLw?q=data+scientist,chennai,tamil nadu,data scientist- financial services,none
165,wobot intelligence,"image processing, pytorch, deep learning, tensorflow, computer vision",https://www.simplyhired.co.in/job/GOFprIgLzh5YTaQXBJsWgvDmY1FBRO-MsnPvRVX9Qg6orUKO8FtXdw?q=data+scientist,hyderabad,telangana,ml engineer,none
166,intellect design arena,"deep learning, analysis skills, image processing, communication skills, computer vision",https://www.simplyhired.co.in/job/jKX2A-G5rEBX46lezFSfd-uEgrw4mbex1NObNl9KlIVVSFZoXdpv7Q?q=data+scientist,bengaluru,karnataka,data scientist 1,none
167,winzo,"analysis skills, fraud, image processing, communication skills, sql",https://www.simplyhired.co.in/job/ElDIqn0ucglC7if8Kr31s22wl9oNQURF-O7c8_lDONdxMr_znI_6-g?q=data+scientist,ahmadabad,gujarat,data scientist,none
168,maersk,"svn, jira, predictive analytics, scrum, git, doctoral degree, masters degree",https://www.simplyhired.co.in/job/06RFeS0jYPdL_kNrSXjFyGI-7dkBceDapEa-E5_LOCDvRLZAI1UvGw?q=data+scientist,none,none,sr. data scientist,none
169,the product guys,"statistical analysis, analysis skills, data modeling, presentation skills, data visualization, bachelors degree",https://www.simplyhired.co.in/job/qbUr-Rusp90zYAedAjs0jeRHtGK14w6hcM8VjABW-OcP5JyOFcOgvA?q=data+scientist,bengaluru,karnataka,data scientist,none
170,saaki argus & averil consulting,"sql, hadoop, apache hive, machine learning, python, bachelors degree, masters degree",https://www.simplyhired.co.in/job/ef7EWHOjdk8DowNRR-YC4ElxbJ_tIgRsbRRHmPyQzVF8oVq1IspN9Q?q=data+scientist,hyderabad,telangana,data scientist,none
171,wavelabs technologies,"azure, visual studio, data visualization, communication skills, machine learning, bachelors degree",https://www.simplyhired.co.in/job/Gx0BNwSMdRyUegVyVTzb41_D1VzrlTJDVKa_1qVikJ66hQcD_g7MZw?q=data+scientist,new delhi,delhi,data scientist,none
172,kinara capital,"devops, sql, python, statistics, aws, masters degree",https://www.simplyhired.co.in/job/XAS0RAEenjgDsMGKuHuGojefi7CKcN-3Kma8hnWpRxBFx7Ke14ZTeA?q=data+scientist,bengaluru,karnataka,data scientist,none
173,tecblic private limited,"power bi, azure, data visualization, opencv, tensorflow, bachelors degree, masters degree",https://www.simplyhired.co.in/job/f1GOGni5mxWwcNK3gWaVHg58NLrqtm8JvNDz7i3vab9daFQaD666Yg?q=data+scientist,noida,uttar pradesh,data scientist,data mining
174,insourcedev pvt ltd,"azure, sql, predictive analytics, tableau, data visualization",https://www.simplyhired.co.in/job/rgyzLcxLzd2nj-ESg-tqHf8dQgFc3_pbPinB2mAShOdeRW6pIZlBkw?q=data+scientist,bengaluru,karnataka,phd data scientist,none
175,luxoft,"statistical analysis, project management, azure, sql, pytorch",https://www.simplyhired.co.in/job/CGqTAIogs9AN8CoAVmJlfIxUki0Hk3l6n1Zdb-przr5SXN_Q81I7Qg?q=data+scientist,gandhinagar,gujarat,data scientist,none
176,pago analytics,"image processing, natural language processing, deep learning, go, c++, masters degree",https://www.simplyhired.co.in/job/rAg0NaFcyqbbi3nom8lUtVDrjad1CK6PWMCfmOQf3UjO_vC8evEbrQ?q=data+scientist,pune,maharashtra,hiring for machine learning engineer,none
177,razor group gmbh,"sql, machine learning, python, data analysis skills, data science",https://www.simplyhired.co.in/job/ASMKke_fWzmQa1ICHRJlEaDu9lOSJPv6OV7n6HybyXSY-VmvS0KKgA?q=data+scientist,mumbai,maharashtra,supply chain network data & analytics specialist,none
178,zeta global,"sql, hadoop, spark, machine learning, python, masters degree, doctoral degree, m.sc",https://www.simplyhired.co.in/job/HUdHVj4XdmeN0xcj6r6T8vFFT4BhDZqi7bPtnKeDks392pdn5P_1fg?q=data+scientist,bengaluru,karnataka,senior data scientist,none
179,ahrc pvt ltd,"power bi, sql, tableau, banking, data analytics, bachelors degree",https://www.simplyhired.co.in/job/HxAJPJBr1LwttVz0Zk0UNR1zSbYldTpn1UlBeNf27hGdlKiS11zhyw?q=data+scientist,none,none,engineering leader,machine learning
180,bosch group,"image processing, git, natural language processing, deep learning, communication skills, doctoral degree",https://www.simplyhired.co.in/job/eWq7f0s9TA9To-SvELz8XXiYq2sP3nlvjd4RVe8TYtU7WgUk5oqqOA?q=data+scientist,chinchwad,pune,lead data scientist,none
